"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"LVA","POP","TOT","MLN_PER","A","2012",2.034324,
"LVA","POP","TOT","MLN_PER","A","2013",2.012647,
"LVA","POP","TOT","MLN_PER","A","2014",1.993785,
"LVA","POP","TOT","MLN_PER","A","2015",1.977523,
"LVA","POP","TOT","MLN_PER","A","2016",1.959535,
"LVA","POP","TOT","MLN_PER","A","2017",1.942247,
"ARG","POP","TOT","MLN_PER","A","1995",34.779096,
"ARG","POP","TOT","MLN_PER","A","1996",35.195575,
"ARG","POP","TOT","MLN_PER","A","1997",35.604362,
"ARG","POP","TOT","MLN_PER","A","1998",36.005387,
"ARG","POP","TOT","MLN_PER","A","1999",36.398577,
"ARG","POP","TOT","MLN_PER","A","2000",36.783859,
"ARG","POP","TOT","MLN_PER","A","2001",37.156654,
"ARG","POP","TOT","MLN_PER","A","2002",37.537783,
"ARG","POP","TOT","MLN_PER","A","2003",37.927463,
"ARG","POP","TOT","MLN_PER","A","2004",38.325927,
"ARG","POP","TOT","MLN_PER","A","2005",38.733406,
"ARG","POP","TOT","MLN_PER","A","2006",39.127239,
"ARG","POP","TOT","MLN_PER","A","2007",39.52944,
"ARG","POP","TOT","MLN_PER","A","2008",39.940234,
"ARG","POP","TOT","MLN_PER","A","2009",40.359828,
"ARG","POP","TOT","MLN_PER","A","2010",40.788453,
"ARG","POP","TOT","MLN_PER","A","2011",41.26149,
"ARG","POP","TOT","MLN_PER","A","2012",41.733271,
"ARG","POP","TOT","MLN_PER","A","2013",42.202935,
"ARG","POP","TOT","MLN_PER","A","2014",42.6695,
"ARG","POP","TOT","MLN_PER","A","2015",43.131966,
"ARG","POP","TOT","MLN_PER","A","2016",43.590368,
"ARG","POP","TOT","MLN_PER","A","2017",44.044811,
"BGR","POP","TOT","MLN_PER","A","1995",8.406067,
"BGR","POP","TOT","MLN_PER","A","1996",8.362826,
"BGR","POP","TOT","MLN_PER","A","1997",8.312068,
"BGR","POP","TOT","MLN_PER","A","1998",8.256786,
"BGR","POP","TOT","MLN_PER","A","1999",8.210624,
"BGR","POP","TOT","MLN_PER","A","2000",8.170172,
"BGR","POP","TOT","MLN_PER","A","2001",8.009142,
"BGR","POP","TOT","MLN_PER","A","2002",7.837161,
"BGR","POP","TOT","MLN_PER","A","2003",7.775327,
"BGR","POP","TOT","MLN_PER","A","2004",7.71686,
"BGR","POP","TOT","MLN_PER","A","2005",7.658972,
"BGR","POP","TOT","MLN_PER","A","2006",7.601022,
"BGR","POP","TOT","MLN_PER","A","2007",7.545338,
"BGR","POP","TOT","MLN_PER","A","2008",7.492561,
"BGR","POP","TOT","MLN_PER","A","2009",7.444443,
"BGR","POP","TOT","MLN_PER","A","2010",7.395599,
"BGR","POP","TOT","MLN_PER","A","2011",7.348328,
"BGR","POP","TOT","MLN_PER","A","2012",7.305888,
"BGR","POP","TOT","MLN_PER","A","2013",7.265115,
"BGR","POP","TOT","MLN_PER","A","2014",7.223938,
"BGR","POP","TOT","MLN_PER","A","2015",7.177991,
"BGR","POP","TOT","MLN_PER","A","2016",7.127822,
"BGR","POP","TOT","MLN_PER","A","2017",7.075947,
"CRI","POP","TOT","MLN_PER","A","1995",3.428278,
"CRI","POP","TOT","MLN_PER","A","1996",3.520866,
"CRI","POP","TOT","MLN_PER","A","1997",3.611224,
"CRI","POP","TOT","MLN_PER","A","1998",3.699939,
"CRI","POP","TOT","MLN_PER","A","1999",3.786841,
"CRI","POP","TOT","MLN_PER","A","2000",3.872349,
"CRI","POP","TOT","MLN_PER","A","2001",3.953393,
"CRI","POP","TOT","MLN_PER","A","2002",4.022431,
"CRI","POP","TOT","MLN_PER","A","2003",4.086405,
"CRI","POP","TOT","MLN_PER","A","2004",4.151823,
"CRI","POP","TOT","MLN_PER","A","2005",4.215248,
"CRI","POP","TOT","MLN_PER","A","2006",4.278656,
"CRI","POP","TOT","MLN_PER","A","2007",4.34039,
"CRI","POP","TOT","MLN_PER","A","2008",4.40409,
"CRI","POP","TOT","MLN_PER","A","2009",4.469337,
"CRI","POP","TOT","MLN_PER","A","2010",4.533894,
"CRI","POP","TOT","MLN_PER","A","2011",4.592149,
"CRI","POP","TOT","MLN_PER","A","2012",4.652459,
"CRI","POP","TOT","MLN_PER","A","2013",4.713168,
"CRI","POP","TOT","MLN_PER","A","2014",4.77313,
"CRI","POP","TOT","MLN_PER","A","2015",4.832234,
"CRI","POP","TOT","MLN_PER","A","2016",4.890379,
"CRI","POP","TOT","MLN_PER","A","2017",4.94749,
"HRV","POP","TOT","MLN_PER","A","1995",4.616762,
"HRV","POP","TOT","MLN_PER","A","1996",4.574853,
"HRV","POP","TOT","MLN_PER","A","1997",4.532298,
"HRV","POP","TOT","MLN_PER","A","1998",4.491742,
"HRV","POP","TOT","MLN_PER","A","1999",4.456298,
"HRV","POP","TOT","MLN_PER","A","2000",4.428069,
"HRV","POP","TOT","MLN_PER","A","2001",4.30045,
"HRV","POP","TOT","MLN_PER","A","2002",4.305443,
"HRV","POP","TOT","MLN_PER","A","2003",4.305553,
"HRV","POP","TOT","MLN_PER","A","2004",4.308296,
"HRV","POP","TOT","MLN_PER","A","2005",4.311674,
"HRV","POP","TOT","MLN_PER","A","2006",4.313016,
"HRV","POP","TOT","MLN_PER","A","2007",4.312751,
"HRV","POP","TOT","MLN_PER","A","2008",4.310884,
"HRV","POP","TOT","MLN_PER","A","2009",4.306315,
"HRV","POP","TOT","MLN_PER","A","2010",4.296353,
"HRV","POP","TOT","MLN_PER","A","2011",4.282913,
"HRV","POP","TOT","MLN_PER","A","2012",4.269063,
"HRV","POP","TOT","MLN_PER","A","2013",4.254469,
"HRV","POP","TOT","MLN_PER","A","2014",4.238389,
"HRV","POP","TOT","MLN_PER","A","2015",4.203604,
"HRV","POP","TOT","MLN_PER","A","2016",4.174349,
"HRV","POP","TOT","MLN_PER","A","2017",4.124531,
"CYP","POP","TOT","MLN_PER","A","1995",0.65086,
"CYP","POP","TOT","MLN_PER","A","1996",0.661326,
"CYP","POP","TOT","MLN_PER","A","1997",0.670764,
"CYP","POP","TOT","MLN_PER","A","1998",0.679042,
"CYP","POP","TOT","MLN_PER","A","1999",0.686675,
"CYP","POP","TOT","MLN_PER","A","2000",0.69402,
"CYP","POP","TOT","MLN_PER","A","2001",0.701537,
"CYP","POP","TOT","MLN_PER","A","2002",0.709631,
"CYP","POP","TOT","MLN_PER","A","2003",0.718305,
"CYP","POP","TOT","MLN_PER","A","2004",0.727977,
"CYP","POP","TOT","MLN_PER","A","2005",0.738541,
"CYP","POP","TOT","MLN_PER","A","2006",0.750964,
"CYP","POP","TOT","MLN_PER","A","2007",0.767128,
"CYP","POP","TOT","MLN_PER","A","2008",0.78663,
"CYP","POP","TOT","MLN_PER","A","2009",0.808038,
"CYP","POP","TOT","MLN_PER","A","2010",0.829444,
"CYP","POP","TOT","MLN_PER","A","2011",0.850882,
"CYP","POP","TOT","MLN_PER","A","2012",0.863945,
"CYP","POP","TOT","MLN_PER","A","2013",0.861938,
"CYP","POP","TOT","MLN_PER","A","2014",0.852511,
"CYP","POP","TOT","MLN_PER","A","2015",0.847662,
"CYP","POP","TOT","MLN_PER","A","2016",0.851559,
"CYP","POP","TOT","MLN_PER","A","2017",0.85952,
"LTU","POP","TOT","MLN_PER","A","1995",3.629102,
"LTU","POP","TOT","MLN_PER","A","1996",3.601613,
"LTU","POP","TOT","MLN_PER","A","1997",3.575137,
"LTU","POP","TOT","MLN_PER","A","1998",3.549331,
"LTU","POP","TOT","MLN_PER","A","1999",3.524237,
"LTU","POP","TOT","MLN_PER","A","2000",3.499534,
"LTU","POP","TOT","MLN_PER","A","2001",3.470817,
"LTU","POP","TOT","MLN_PER","A","2002",3.443066,
"LTU","POP","TOT","MLN_PER","A","2003",3.415209,
"LTU","POP","TOT","MLN_PER","A","2004",3.377073,
"LTU","POP","TOT","MLN_PER","A","2005",3.322525,
"LTU","POP","TOT","MLN_PER","A","2006",3.269903,
"LTU","POP","TOT","MLN_PER","A","2007",3.231297,
"LTU","POP","TOT","MLN_PER","A","2008",3.198234,
"LTU","POP","TOT","MLN_PER","A","2009",3.162911,
"LTU","POP","TOT","MLN_PER","A","2010",3.097292,
"LTU","POP","TOT","MLN_PER","A","2011",3.028119,
"LTU","POP","TOT","MLN_PER","A","2012",2.987773,
"LTU","POP","TOT","MLN_PER","A","2013",2.957689,
"LTU","POP","TOT","MLN_PER","A","2014",2.932366,
"LTU","POP","TOT","MLN_PER","A","2015",2.904908,
"LTU","POP","TOT","MLN_PER","A","2016",2.868234,
"LTU","POP","TOT","MLN_PER","A","2017",2.828398,
"MLT","POP","TOT","MLN_PER","A","1995",0.370433,
"MLT","POP","TOT","MLN_PER","A","1996",0.372687,
"MLT","POP","TOT","MLN_PER","A","1997",0.375236,
"MLT","POP","TOT","MLN_PER","A","1998",0.377516,
"MLT","POP","TOT","MLN_PER","A","1999",0.37936,
"MLT","POP","TOT","MLN_PER","A","2000",0.385808,
"MLT","POP","TOT","MLN_PER","A","2001",0.393028,
"MLT","POP","TOT","MLN_PER","A","2002",0.395969,
"MLT","POP","TOT","MLN_PER","A","2003",0.398582,
"MLT","POP","TOT","MLN_PER","A","2004",0.401263,
"MLT","POP","TOT","MLN_PER","A","2005",0.403825,
"MLT","POP","TOT","MLN_PER","A","2006",0.405311,
"MLT","POP","TOT","MLN_PER","A","2007",0.406725,
"MLT","POP","TOT","MLN_PER","A","2008",0.409375,
"MLT","POP","TOT","MLN_PER","A","2009",0.412475,
"MLT","POP","TOT","MLN_PER","A","2010",0.414512,
"MLT","POP","TOT","MLN_PER","A","2011",0.416263,
"MLT","POP","TOT","MLN_PER","A","2012",0.420027,
"MLT","POP","TOT","MLN_PER","A","2013",0.425966,
"MLT","POP","TOT","MLN_PER","A","2014",0.434551,
"MLT","POP","TOT","MLN_PER","A","2015",0.445053,
"MLT","POP","TOT","MLN_PER","A","2016",0.455355,
"MLT","POP","TOT","MLN_PER","A","2017",0.468005,
"ROU","POP","TOT","MLN_PER","A","1995",22.684268,
"ROU","POP","TOT","MLN_PER","A","1996",22.619005,
"ROU","POP","TOT","MLN_PER","A","1997",22.553982,
"ROU","POP","TOT","MLN_PER","A","1998",22.507354,
"ROU","POP","TOT","MLN_PER","A","1999",22.472043,
"ROU","POP","TOT","MLN_PER","A","2000",22.442973,
"ROU","POP","TOT","MLN_PER","A","2001",22.131974,
"ROU","POP","TOT","MLN_PER","A","2002",21.675775,
"ROU","POP","TOT","MLN_PER","A","2003",21.574365,
"ROU","POP","TOT","MLN_PER","A","2004",21.451845,
"ROU","POP","TOT","MLN_PER","A","2005",21.319673,
"ROU","POP","TOT","MLN_PER","A","2006",21.193749,
"ROU","POP","TOT","MLN_PER","A","2007",20.88298,
"ROU","POP","TOT","MLN_PER","A","2008",20.537848,
"ROU","POP","TOT","MLN_PER","A","2009",20.367437,
"ROU","POP","TOT","MLN_PER","A","2010",20.246798,
"ROU","POP","TOT","MLN_PER","A","2011",20.147657,
"ROU","POP","TOT","MLN_PER","A","2012",20.060182,
"ROU","POP","TOT","MLN_PER","A","2013",19.988694,
"ROU","POP","TOT","MLN_PER","A","2014",19.916451,
"ROU","POP","TOT","MLN_PER","A","2015",19.82225,
"ROU","POP","TOT","MLN_PER","A","2016",19.706529,
"ROU","POP","TOT","MLN_PER","A","2017",19.588146,
"SAU","POP","TOT","MLN_PER","A","1995",18.735841,
"SAU","POP","TOT","MLN_PER","A","1996",19.131578,
"SAU","POP","TOT","MLN_PER","A","1997",19.505576,
"SAU","POP","TOT","MLN_PER","A","1998",19.882458,
"SAU","POP","TOT","MLN_PER","A","1999",20.294406,
"SAU","POP","TOT","MLN_PER","A","2000",20.764312,
"SAU","POP","TOT","MLN_PER","A","2001",21.303592,
"SAU","POP","TOT","MLN_PER","A","2002",21.906308,
"SAU","POP","TOT","MLN_PER","A","2003",22.556425,
"SAU","POP","TOT","MLN_PER","A","2004",23.22889,
"SAU","POP","TOT","MLN_PER","A","2005",23.905654,
"SAU","POP","TOT","MLN_PER","A","2006",24.578301,
"SAU","POP","TOT","MLN_PER","A","2007",25.252569,
"SAU","POP","TOT","MLN_PER","A","2008",25.94077,
"SAU","POP","TOT","MLN_PER","A","2009",26.661492,
"SAU","POP","TOT","MLN_PER","A","2010",27.425676,
"SAU","POP","TOT","MLN_PER","A","2011",28.23802,
"SAU","POP","TOT","MLN_PER","A","2012",29.086357,
"SAU","POP","TOT","MLN_PER","A","2013",29.944476,
"SAU","POP","TOT","MLN_PER","A","2014",30.776722,
"SAU","POP","TOT","MLN_PER","A","2015",31.557144,
"SAU","POP","TOT","MLN_PER","A","2016",31.78758,
"SAU","POP","TOT","MLN_PER","A","2017",32.612641,
"SGP","POP","TOT","MLN_PER","A","1995",3.013515,
"SGP","POP","TOT","MLN_PER","A","1996",3.068132,
"SGP","POP","TOT","MLN_PER","A","1997",3.123403,
"SGP","POP","TOT","MLN_PER","A","1998",3.180018,
"SGP","POP","TOT","MLN_PER","A","1999",3.229681,
"SGP","POP","TOT","MLN_PER","A","2000",3.273363,
"SGP","POP","TOT","MLN_PER","A","2001",3.325902,
"SGP","POP","TOT","MLN_PER","A","2002",3.382944,
"SGP","POP","TOT","MLN_PER","A","2003",3.366891,
"SGP","POP","TOT","MLN_PER","A","2004",3.413266,
"SGP","POP","TOT","MLN_PER","A","2005",3.467814,
"SGP","POP","TOT","MLN_PER","A","2006",3.525894,
"SGP","POP","TOT","MLN_PER","A","2007",3.583082,
"SGP","POP","TOT","MLN_PER","A","2008",3.642659,
"SGP","POP","TOT","MLN_PER","A","2009",3.733876,
"SGP","POP","TOT","MLN_PER","A","2010",3.771721,
"SGP","POP","TOT","MLN_PER","A","2011",3.789251,
"SGP","POP","TOT","MLN_PER","A","2012",3.818205,
"SGP","POP","TOT","MLN_PER","A","2013",3.844751,
"SGP","POP","TOT","MLN_PER","A","2014",3.870739,
"SGP","POP","TOT","MLN_PER","A","2015",3.90269,
"SGP","POP","TOT","MLN_PER","A","2016",3.933559,
"SGP","POP","TOT","MLN_PER","A","2017",3.965796,
"WLD","POP","TOT","MLN_PER","A","1995",5751.474416,
"WLD","POP","TOT","MLN_PER","A","1996",5831.56502,
"WLD","POP","TOT","MLN_PER","A","1997",5910.566295,
"WLD","POP","TOT","MLN_PER","A","1998",5988.846103,
"WLD","POP","TOT","MLN_PER","A","1999",6066.867391,
"WLD","POP","TOT","MLN_PER","A","2000",6145.006989,
"WLD","POP","TOT","MLN_PER","A","2001",6223.412158,
"WLD","POP","TOT","MLN_PER","A","2002",6302.149639,
"WLD","POP","TOT","MLN_PER","A","2003",6381.408987,
"WLD","POP","TOT","MLN_PER","A","2004",6461.370865,
"WLD","POP","TOT","MLN_PER","A","2005",6542.159383,
"WLD","POP","TOT","MLN_PER","A","2006",6623.847913,
"WLD","POP","TOT","MLN_PER","A","2007",6706.418593,
"WLD","POP","TOT","MLN_PER","A","2008",6789.771253,
"WLD","POP","TOT","MLN_PER","A","2009",6873.741054,
"WLD","POP","TOT","MLN_PER","A","2010",6958.169159,
"WLD","POP","TOT","MLN_PER","A","2011",7043.008586,
"WLD","POP","TOT","MLN_PER","A","2012",7128.176935,
"WLD","POP","TOT","MLN_PER","A","2013",7213.426452,
"WLD","POP","TOT","MLN_PER","A","2014",7298.453033,
"WLD","POP","TOT","MLN_PER","A","2015",7383.00882,
"WLD","POP","TOT","MLN_PER","A","2016",7466.96428,
"WLD","POP","TOT","MLN_PER","A","2017",7550.262101,
"G20","POP","TOT","MLN_PER","A","1995",3922.073423,
"G20","POP","TOT","MLN_PER","A","1996",3964.871832,
"G20","POP","TOT","MLN_PER","A","1997",4006.642937,
"G20","POP","TOT","MLN_PER","A","1998",4047.37022,
"G20","POP","TOT","MLN_PER","A","1999",4087.534548,
"G20","POP","TOT","MLN_PER","A","2000",4128.026687,
"G20","POP","TOT","MLN_PER","A","2001",4167.607608,
"G20","POP","TOT","MLN_PER","A","2002",4205.746698,
"G20","POP","TOT","MLN_PER","A","2003",4245.150311,
"G20","POP","TOT","MLN_PER","A","2004",4284.481943,
"G20","POP","TOT","MLN_PER","A","2005",4323.960216,
"G20","POP","TOT","MLN_PER","A","2006",4363.572942,
"G20","POP","TOT","MLN_PER","A","2007",4403.733216,
"G20","POP","TOT","MLN_PER","A","2008",4444.180921,
"G20","POP","TOT","MLN_PER","A","2009",4483.806528,
"G20","POP","TOT","MLN_PER","A","2010",4519.624729,
"G20","POP","TOT","MLN_PER","A","2011",4556.834925,
"G20","POP","TOT","MLN_PER","A","2012",4594.646713,
"G20","POP","TOT","MLN_PER","A","2013",4632.240533,
"G20","POP","TOT","MLN_PER","A","2014",4669.929831,
"G20","POP","TOT","MLN_PER","A","2015",4706.471371,
"G20","POP","TOT","MLN_PER","A","2016",4741.896267,
"G20","POP","TOT","MLN_PER","A","2017",4776.332563,
