"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"BEL","WKGPOP","TOT","PC_POP","A","2015",64.81,
"BEL","WKGPOP","TOT","PC_POP","A","2016",64.63,
"BEL","WKGPOP","TOT","PC_POP","A","2017",64.43,
"CAN","WKGPOP","TOT","PC_POP","A","1995",67.644,
"CAN","WKGPOP","TOT","PC_POP","A","1996",67.696,
"CAN","WKGPOP","TOT","PC_POP","A","1997",67.792,
"CAN","WKGPOP","TOT","PC_POP","A","1998",67.89,
"CAN","WKGPOP","TOT","PC_POP","A","1999",68.078,
"CAN","WKGPOP","TOT","PC_POP","A","2000",68.275,
"CAN","WKGPOP","TOT","PC_POP","A","2001",68.495,
"CAN","WKGPOP","TOT","PC_POP","A","2002",68.698,
"CAN","WKGPOP","TOT","PC_POP","A","2003",68.863,
"CAN","WKGPOP","TOT","PC_POP","A","2004",69.041,
"CAN","WKGPOP","TOT","PC_POP","A","2005",69.26,
"CAN","WKGPOP","TOT","PC_POP","A","2006",69.399,
"CAN","WKGPOP","TOT","PC_POP","A","2007",69.464,
"CAN","WKGPOP","TOT","PC_POP","A","2008",69.448,
"CAN","WKGPOP","TOT","PC_POP","A","2009",69.402,
"CAN","WKGPOP","TOT","PC_POP","A","2010",69.339,
"CAN","WKGPOP","TOT","PC_POP","A","2011",69.178,
"CAN","WKGPOP","TOT","PC_POP","A","2012",68.844,
"CAN","WKGPOP","TOT","PC_POP","A","2013",68.483,
"CAN","WKGPOP","TOT","PC_POP","A","2014",68.128,
"CAN","WKGPOP","TOT","PC_POP","A","2015",67.744,
"CAN","WKGPOP","TOT","PC_POP","A","2016",67.358,
"CAN","WKGPOP","TOT","PC_POP","A","2017",67.025,
"CZE","WKGPOP","TOT","PC_POP","A","1995",68.184,
"CZE","WKGPOP","TOT","PC_POP","A","1996",68.502,
"CZE","WKGPOP","TOT","PC_POP","A","1997",68.801,
"CZE","WKGPOP","TOT","PC_POP","A","1998",69.102,
"CZE","WKGPOP","TOT","PC_POP","A","1999",69.417,
"CZE","WKGPOP","TOT","PC_POP","A","2000",69.751,
"CZE","WKGPOP","TOT","PC_POP","A","2001",70.109,
"CZE","WKGPOP","TOT","PC_POP","A","2002",70.388,
"CZE","WKGPOP","TOT","PC_POP","A","2003",70.681,
"CZE","WKGPOP","TOT","PC_POP","A","2004",70.929,
"CZE","WKGPOP","TOT","PC_POP","A","2005",71.084,
"CZE","WKGPOP","TOT","PC_POP","A","2006",71.177,
"CZE","WKGPOP","TOT","PC_POP","A","2007",71.207,
"CZE","WKGPOP","TOT","PC_POP","A","2008",71.09,
"CZE","WKGPOP","TOT","PC_POP","A","2009",70.772,
"CZE","WKGPOP","TOT","PC_POP","A","2010",70.306,
"CZE","WKGPOP","TOT","PC_POP","A","2011",69.503,
"CZE","WKGPOP","TOT","PC_POP","A","2012",68.741,
"CZE","WKGPOP","TOT","PC_POP","A","2013",67.986,
"CZE","WKGPOP","TOT","PC_POP","A","2014",67.295,
"CZE","WKGPOP","TOT","PC_POP","A","2015",66.631,
"CZE","WKGPOP","TOT","PC_POP","A","2016",65.966,
"CZE","WKGPOP","TOT","PC_POP","A","2017",65.318,
"DNK","WKGPOP","TOT","PC_POP","A","1995",67.38,
"DNK","WKGPOP","TOT","PC_POP","A","1996",67.289,
"DNK","WKGPOP","TOT","PC_POP","A","1997",67.135,
"DNK","WKGPOP","TOT","PC_POP","A","1998",66.989,
"DNK","WKGPOP","TOT","PC_POP","A","1999",66.834,
"DNK","WKGPOP","TOT","PC_POP","A","2000",66.669,
"DNK","WKGPOP","TOT","PC_POP","A","2001",66.519,
"DNK","WKGPOP","TOT","PC_POP","A","2002",66.401,
"DNK","WKGPOP","TOT","PC_POP","A","2003",66.288,
"DNK","WKGPOP","TOT","PC_POP","A","2004",66.188,
"DNK","WKGPOP","TOT","PC_POP","A","2005",66.12,
"DNK","WKGPOP","TOT","PC_POP","A","2006",66.086,
"DNK","WKGPOP","TOT","PC_POP","A","2007",66.018,
"DNK","WKGPOP","TOT","PC_POP","A","2008",65.893,
"DNK","WKGPOP","TOT","PC_POP","A","2009",65.691,
"DNK","WKGPOP","TOT","PC_POP","A","2010",65.419,
"DNK","WKGPOP","TOT","PC_POP","A","2011",65.082,
"DNK","WKGPOP","TOT","PC_POP","A","2012",64.788,
"DNK","WKGPOP","TOT","PC_POP","A","2013",64.576,
"DNK","WKGPOP","TOT","PC_POP","A","2014",64.447,
"DNK","WKGPOP","TOT","PC_POP","A","2015",64.365,
"DNK","WKGPOP","TOT","PC_POP","A","2016",64.261,
"DNK","WKGPOP","TOT","PC_POP","A","2017",64.132,
"FIN","WKGPOP","TOT","PC_POP","A","1995",66.755,
"FIN","WKGPOP","TOT","PC_POP","A","1996",66.671,
"FIN","WKGPOP","TOT","PC_POP","A","1997",66.676,
"FIN","WKGPOP","TOT","PC_POP","A","1998",66.781,
"FIN","WKGPOP","TOT","PC_POP","A","1999",66.894,
"FIN","WKGPOP","TOT","PC_POP","A","2000",66.928,
"FIN","WKGPOP","TOT","PC_POP","A","2001",66.918,
"FIN","WKGPOP","TOT","PC_POP","A","2002",66.883,
"FIN","WKGPOP","TOT","PC_POP","A","2003",66.824,
"FIN","WKGPOP","TOT","PC_POP","A","2004",66.73,
"FIN","WKGPOP","TOT","PC_POP","A","2005",66.703,
"FIN","WKGPOP","TOT","PC_POP","A","2006",66.599,
"FIN","WKGPOP","TOT","PC_POP","A","2007",66.535,
"FIN","WKGPOP","TOT","PC_POP","A","2008",66.565,
"FIN","WKGPOP","TOT","PC_POP","A","2009",66.453,
"FIN","WKGPOP","TOT","PC_POP","A","2010",66.182,
"FIN","WKGPOP","TOT","PC_POP","A","2011",65.69,
"FIN","WKGPOP","TOT","PC_POP","A","2012",65.106,
"FIN","WKGPOP","TOT","PC_POP","A","2013",64.504,
"FIN","WKGPOP","TOT","PC_POP","A","2014",63.933,
"FIN","WKGPOP","TOT","PC_POP","A","2015",63.435,
"FIN","WKGPOP","TOT","PC_POP","A","2016",63.029,
"FIN","WKGPOP","TOT","PC_POP","A","2017",62.656,
"FRA","WKGPOP","TOT","PC_POP","A","1995",65.296,
"FRA","WKGPOP","TOT","PC_POP","A","1996",65.266,
"FRA","WKGPOP","TOT","PC_POP","A","1997",65.243,
"FRA","WKGPOP","TOT","PC_POP","A","1998",65.197,
"FRA","WKGPOP","TOT","PC_POP","A","1999",65.122,
"FRA","WKGPOP","TOT","PC_POP","A","2000",65.046,
"FRA","WKGPOP","TOT","PC_POP","A","2001",65,
"FRA","WKGPOP","TOT","PC_POP","A","2002",64.989,
"FRA","WKGPOP","TOT","PC_POP","A","2003",65.015,
"FRA","WKGPOP","TOT","PC_POP","A","2004",65.039,
"FRA","WKGPOP","TOT","PC_POP","A","2005",65.071,
"FRA","WKGPOP","TOT","PC_POP","A","2006",65.129,
"FRA","WKGPOP","TOT","PC_POP","A","2007",65.139,
"FRA","WKGPOP","TOT","PC_POP","A","2008",65.046,
"FRA","WKGPOP","TOT","PC_POP","A","2009",64.895,
"FRA","WKGPOP","TOT","PC_POP","A","2010",64.753,
"FRA","WKGPOP","TOT","PC_POP","A","2011",64.481,
"FRA","WKGPOP","TOT","PC_POP","A","2012",64.06,
"FRA","WKGPOP","TOT","PC_POP","A","2013",63.642,
"FRA","WKGPOP","TOT","PC_POP","A","2014",63.21,
"FRA","WKGPOP","TOT","PC_POP","A","2015",62.861,
"FRA","WKGPOP","TOT","PC_POP","A","2016",62.594,
"FRA","WKGPOP","TOT","PC_POP","A","2017",62.359,
"DEU","WKGPOP","TOT","PC_POP","A","1995",68.285,
"DEU","WKGPOP","TOT","PC_POP","A","1996",68.25,
"DEU","WKGPOP","TOT","PC_POP","A","1997",68.239,
"DEU","WKGPOP","TOT","PC_POP","A","1998",68.242,
"DEU","WKGPOP","TOT","PC_POP","A","1999",68.151,
"DEU","WKGPOP","TOT","PC_POP","A","2000",67.936,
"DEU","WKGPOP","TOT","PC_POP","A","2001",67.725,
"DEU","WKGPOP","TOT","PC_POP","A","2002",67.547,
"DEU","WKGPOP","TOT","PC_POP","A","2003",67.361,
"DEU","WKGPOP","TOT","PC_POP","A","2004",67.088,
"DEU","WKGPOP","TOT","PC_POP","A","2005",66.768,
"DEU","WKGPOP","TOT","PC_POP","A","2006",66.458,
"DEU","WKGPOP","TOT","PC_POP","A","2007",66.243,
"DEU","WKGPOP","TOT","PC_POP","A","2008",66.101,
"DEU","WKGPOP","TOT","PC_POP","A","2009",65.939,
"DEU","WKGPOP","TOT","PC_POP","A","2010",65.937,
"DEU","WKGPOP","TOT","PC_POP","A","2011",65.844,
"DEU","WKGPOP","TOT","PC_POP","A","2012",65.947,
"DEU","WKGPOP","TOT","PC_POP","A","2013",65.966,
"DEU","WKGPOP","TOT","PC_POP","A","2014",65.874,
"DEU","WKGPOP","TOT","PC_POP","A","2015",65.749,
"DEU","WKGPOP","TOT","PC_POP","A","2016",65.549,
"DEU","WKGPOP","TOT","PC_POP","A","2017",65.254,
"GRC","WKGPOP","TOT","PC_POP","A","1995",67.777,
"GRC","WKGPOP","TOT","PC_POP","A","1996",67.899,
"GRC","WKGPOP","TOT","PC_POP","A","1997",67.985,
"GRC","WKGPOP","TOT","PC_POP","A","1998",68.039,
"GRC","WKGPOP","TOT","PC_POP","A","1999",67.998,
"GRC","WKGPOP","TOT","PC_POP","A","2000",67.863,
"GRC","WKGPOP","TOT","PC_POP","A","2001",67.31,
"GRC","WKGPOP","TOT","PC_POP","A","2002",66.772,
"GRC","WKGPOP","TOT","PC_POP","A","2003",66.691,
"GRC","WKGPOP","TOT","PC_POP","A","2004",66.653,
"GRC","WKGPOP","TOT","PC_POP","A","2005",66.64,
"GRC","WKGPOP","TOT","PC_POP","A","2006",66.656,
"GRC","WKGPOP","TOT","PC_POP","A","2007",66.685,
"GRC","WKGPOP","TOT","PC_POP","A","2008",66.648,
"GRC","WKGPOP","TOT","PC_POP","A","2009",66.489,
"GRC","WKGPOP","TOT","PC_POP","A","2010",66.228,
"GRC","WKGPOP","TOT","PC_POP","A","2011",65.868,
"GRC","WKGPOP","TOT","PC_POP","A","2012",65.459,
"GRC","WKGPOP","TOT","PC_POP","A","2013",65.062,
"GRC","WKGPOP","TOT","PC_POP","A","2014",64.72,
"GRC","WKGPOP","TOT","PC_POP","A","2015",64.436,
"GRC","WKGPOP","TOT","PC_POP","A","2016",64.16,
"GRC","WKGPOP","TOT","PC_POP","A","2017",63.916,
"HUN","WKGPOP","TOT","PC_POP","A","1995",67.63,
"HUN","WKGPOP","TOT","PC_POP","A","1996",67.744,
"HUN","WKGPOP","TOT","PC_POP","A","1997",67.86,
"HUN","WKGPOP","TOT","PC_POP","A","1998",67.936,
"HUN","WKGPOP","TOT","PC_POP","A","1999",68.038,
"HUN","WKGPOP","TOT","PC_POP","A","2000",68.184,
"HUN","WKGPOP","TOT","PC_POP","A","2001",68.348,
"HUN","WKGPOP","TOT","PC_POP","A","2002",68.475,
"HUN","WKGPOP","TOT","PC_POP","A","2003",68.576,
"HUN","WKGPOP","TOT","PC_POP","A","2004",68.683,
"HUN","WKGPOP","TOT","PC_POP","A","2005",68.764,
"HUN","WKGPOP","TOT","PC_POP","A","2006",68.827,
"HUN","WKGPOP","TOT","PC_POP","A","2007",68.836,
"HUN","WKGPOP","TOT","PC_POP","A","2008",68.791,
"HUN","WKGPOP","TOT","PC_POP","A","2009",68.704,
"HUN","WKGPOP","TOT","PC_POP","A","2010",68.656,
"HUN","WKGPOP","TOT","PC_POP","A","2011",68.648,
"HUN","WKGPOP","TOT","PC_POP","A","2012",68.505,
"HUN","WKGPOP","TOT","PC_POP","A","2013",68.209,
"HUN","WKGPOP","TOT","PC_POP","A","2014",67.825,
"HUN","WKGPOP","TOT","PC_POP","A","2015",67.426,
"HUN","WKGPOP","TOT","PC_POP","A","2016",67.026,
"HUN","WKGPOP","TOT","PC_POP","A","2017",66.668,
"ISL","WKGPOP","TOT","PC_POP","A","1995",64.342,
"ISL","WKGPOP","TOT","PC_POP","A","1996",64.461,
"ISL","WKGPOP","TOT","PC_POP","A","1997",64.628,
"ISL","WKGPOP","TOT","PC_POP","A","1998",64.844,
"ISL","WKGPOP","TOT","PC_POP","A","1999",65.029,
"ISL","WKGPOP","TOT","PC_POP","A","2000",65.142,
"ISL","WKGPOP","TOT","PC_POP","A","2001",65.219,
"ISL","WKGPOP","TOT","PC_POP","A","2002",65.306,
"ISL","WKGPOP","TOT","PC_POP","A","2003",65.488,
"ISL","WKGPOP","TOT","PC_POP","A","2004",65.754,
"ISL","WKGPOP","TOT","PC_POP","A","2005",66.211,
"ISL","WKGPOP","TOT","PC_POP","A","2006",66.836,
"ISL","WKGPOP","TOT","PC_POP","A","2007",67.345,
"ISL","WKGPOP","TOT","PC_POP","A","2008",67.527,
"ISL","WKGPOP","TOT","PC_POP","A","2009",67.296,
"ISL","WKGPOP","TOT","PC_POP","A","2010",66.932,
"ISL","WKGPOP","TOT","PC_POP","A","2011",66.714,
"ISL","WKGPOP","TOT","PC_POP","A","2012",66.52,
"ISL","WKGPOP","TOT","PC_POP","A","2013",66.333,
"ISL","WKGPOP","TOT","PC_POP","A","2014",66.187,
"ISL","WKGPOP","TOT","PC_POP","A","2015",66.12,
"ISL","WKGPOP","TOT","PC_POP","A","2016",66.183,
"ISL","WKGPOP","TOT","PC_POP","A","2017",66.417,
"IRL","WKGPOP","TOT","PC_POP","A","1995",64.201,
"IRL","WKGPOP","TOT","PC_POP","A","1996",64.884,
"IRL","WKGPOP","TOT","PC_POP","A","1997",65.553,
"IRL","WKGPOP","TOT","PC_POP","A","1998",66.081,
"IRL","WKGPOP","TOT","PC_POP","A","1999",66.525,
"IRL","WKGPOP","TOT","PC_POP","A","2000",66.943,
"IRL","WKGPOP","TOT","PC_POP","A","2001",67.317,
"IRL","WKGPOP","TOT","PC_POP","A","2002",67.746,
"IRL","WKGPOP","TOT","PC_POP","A","2003",67.923,
"IRL","WKGPOP","TOT","PC_POP","A","2004",68.023,
"IRL","WKGPOP","TOT","PC_POP","A","2005",68.253,
"IRL","WKGPOP","TOT","PC_POP","A","2006",68.64,
"IRL","WKGPOP","TOT","PC_POP","A","2007",69.029,
"IRL","WKGPOP","TOT","PC_POP","A","2008",68.849,
"IRL","WKGPOP","TOT","PC_POP","A","2009",68.339,
"IRL","WKGPOP","TOT","PC_POP","A","2010",67.665,
"IRL","WKGPOP","TOT","PC_POP","A","2011",67.031,
"IRL","WKGPOP","TOT","PC_POP","A","2012",66.517,
"IRL","WKGPOP","TOT","PC_POP","A","2013",66.127,
"IRL","WKGPOP","TOT","PC_POP","A","2014",65.837,
"IRL","WKGPOP","TOT","PC_POP","A","2015",65.613,
"IRL","WKGPOP","TOT","PC_POP","A","2016",65.496,
"IRL","WKGPOP","TOT","PC_POP","A","2017",65.427,
"ITA","WKGPOP","TOT","PC_POP","A","1995",68.618,
"ITA","WKGPOP","TOT","PC_POP","A","1996",68.368,
"ITA","WKGPOP","TOT","PC_POP","A","1997",68.146,
"ITA","WKGPOP","TOT","PC_POP","A","1998",67.933,
"ITA","WKGPOP","TOT","PC_POP","A","1999",67.701,
"ITA","WKGPOP","TOT","PC_POP","A","2000",67.445,
"ITA","WKGPOP","TOT","PC_POP","A","2001",67.197,
"ITA","WKGPOP","TOT","PC_POP","A","2002",66.938,
"ITA","WKGPOP","TOT","PC_POP","A","2003",66.714,
"ITA","WKGPOP","TOT","PC_POP","A","2004",66.489,
"ITA","WKGPOP","TOT","PC_POP","A","2005",66.182,
"ITA","WKGPOP","TOT","PC_POP","A","2006",65.907,
"ITA","WKGPOP","TOT","PC_POP","A","2007",65.761,
"ITA","WKGPOP","TOT","PC_POP","A","2008",65.673,
"ITA","WKGPOP","TOT","PC_POP","A","2009",65.553,
"ITA","WKGPOP","TOT","PC_POP","A","2010",65.459,
"ITA","WKGPOP","TOT","PC_POP","A","2011",65.291,
"ITA","WKGPOP","TOT","PC_POP","A","2012",64.994,
"ITA","WKGPOP","TOT","PC_POP","A","2013",64.761,
"ITA","WKGPOP","TOT","PC_POP","A","2014",64.578,
"ITA","WKGPOP","TOT","PC_POP","A","2015",64.388,
"ITA","WKGPOP","TOT","PC_POP","A","2016",64.238,
"ITA","WKGPOP","TOT","PC_POP","A","2017",64.124,
"JPN","WKGPOP","TOT","PC_POP","A","1995",69.488,
"JPN","WKGPOP","TOT","PC_POP","A","1996",69.25,
"JPN","WKGPOP","TOT","PC_POP","A","1997",68.988,
"JPN","WKGPOP","TOT","PC_POP","A","1998",68.719,
"JPN","WKGPOP","TOT","PC_POP","A","1999",68.483,
"JPN","WKGPOP","TOT","PC_POP","A","2000",68.052,
"JPN","WKGPOP","TOT","PC_POP","A","2001",67.67,
"JPN","WKGPOP","TOT","PC_POP","A","2002",67.254,
"JPN","WKGPOP","TOT","PC_POP","A","2003",66.922,
"JPN","WKGPOP","TOT","PC_POP","A","2004",66.628,
"JPN","WKGPOP","TOT","PC_POP","A","2005",66.074,
"JPN","WKGPOP","TOT","PC_POP","A","2006",65.532,
"JPN","WKGPOP","TOT","PC_POP","A","2007",64.971,
"JPN","WKGPOP","TOT","PC_POP","A","2008",64.451,
"JPN","WKGPOP","TOT","PC_POP","A","2009",63.91,
"JPN","WKGPOP","TOT","PC_POP","A","2010",63.826,
"JPN","WKGPOP","TOT","PC_POP","A","2011",63.648,
"JPN","WKGPOP","TOT","PC_POP","A","2012",62.875,
"JPN","WKGPOP","TOT","PC_POP","A","2013",62.067,
"JPN","WKGPOP","TOT","PC_POP","A","2014",61.259,
"JPN","WKGPOP","TOT","PC_POP","A","2015",60.806,
"JPN","WKGPOP","TOT","PC_POP","A","2016",60.316,
"JPN","WKGPOP","TOT","PC_POP","A","2017",59.951,
"KOR","WKGPOP","TOT","PC_POP","A","1995",70.741,
"KOR","WKGPOP","TOT","PC_POP","A","1996",71.008,
"KOR","WKGPOP","TOT","PC_POP","A","1997",71.357,
"KOR","WKGPOP","TOT","PC_POP","A","1998",71.567,
"KOR","WKGPOP","TOT","PC_POP","A","1999",71.691,
"KOR","WKGPOP","TOT","PC_POP","A","2000",71.693,
"KOR","WKGPOP","TOT","PC_POP","A","2001",71.662,
"KOR","WKGPOP","TOT","PC_POP","A","2002",71.687,
"KOR","WKGPOP","TOT","PC_POP","A","2003",71.76,
"KOR","WKGPOP","TOT","PC_POP","A","2004",71.796,
"KOR","WKGPOP","TOT","PC_POP","A","2005",71.891,
"KOR","WKGPOP","TOT","PC_POP","A","2006",72.118,
"KOR","WKGPOP","TOT","PC_POP","A","2007",72.321,
"KOR","WKGPOP","TOT","PC_POP","A","2008",72.546,
"KOR","WKGPOP","TOT","PC_POP","A","2009",72.811,
"KOR","WKGPOP","TOT","PC_POP","A","2010",73.068,
"KOR","WKGPOP","TOT","PC_POP","A","2011",73.393,
"KOR","WKGPOP","TOT","PC_POP","A","2012",73.418,
"KOR","WKGPOP","TOT","PC_POP","A","2013",73.398,
"KOR","WKGPOP","TOT","PC_POP","A","2014",73.415,
"KOR","WKGPOP","TOT","PC_POP","A","2015",73.397,
"KOR","WKGPOP","TOT","PC_POP","A","2016",73.423,
"KOR","WKGPOP","TOT","PC_POP","A","2017",73.124,
"LUX","WKGPOP","TOT","PC_POP","A","1995",67.583,
"LUX","WKGPOP","TOT","PC_POP","A","1996",67.317,
"LUX","WKGPOP","TOT","PC_POP","A","1997",67.115,
"LUX","WKGPOP","TOT","PC_POP","A","1998",66.96,
"LUX","WKGPOP","TOT","PC_POP","A","1999",66.841,
"LUX","WKGPOP","TOT","PC_POP","A","2000",66.989,
"LUX","WKGPOP","TOT","PC_POP","A","2001",67.166,
"LUX","WKGPOP","TOT","PC_POP","A","2002",67.141,
"LUX","WKGPOP","TOT","PC_POP","A","2003",67.214,
"LUX","WKGPOP","TOT","PC_POP","A","2004",67.301,
"LUX","WKGPOP","TOT","PC_POP","A","2005",67.399,
"LUX","WKGPOP","TOT","PC_POP","A","2006",67.563,
"LUX","WKGPOP","TOT","PC_POP","A","2007",67.748,
"LUX","WKGPOP","TOT","PC_POP","A","2008",67.973,
"LUX","WKGPOP","TOT","PC_POP","A","2009",68.195,
"LUX","WKGPOP","TOT","PC_POP","A","2010",68.411,
"LUX","WKGPOP","TOT","PC_POP","A","2011",68.711,
"LUX","WKGPOP","TOT","PC_POP","A","2012",68.968,
"LUX","WKGPOP","TOT","PC_POP","A","2013",69.061,
"LUX","WKGPOP","TOT","PC_POP","A","2014",69.126,
"LUX","WKGPOP","TOT","PC_POP","A","2015",69.238,
"LUX","WKGPOP","TOT","PC_POP","A","2016",69.415,
"LUX","WKGPOP","TOT","PC_POP","A","2017",69.531,
"MEX","WKGPOP","TOT","PC_POP","A","1995",58.826,
"MEX","WKGPOP","TOT","PC_POP","A","1996",59.234,
"MEX","WKGPOP","TOT","PC_POP","A","1997",59.628,
"MEX","WKGPOP","TOT","PC_POP","A","1998",60.025,
"MEX","WKGPOP","TOT","PC_POP","A","1999",60.415,
"MEX","WKGPOP","TOT","PC_POP","A","2000",60.773,
"MEX","WKGPOP","TOT","PC_POP","A","2001",61.129,
"MEX","WKGPOP","TOT","PC_POP","A","2002",61.501,
"MEX","WKGPOP","TOT","PC_POP","A","2003",61.869,
"MEX","WKGPOP","TOT","PC_POP","A","2004",62.22,
"MEX","WKGPOP","TOT","PC_POP","A","2005",62.559,
"MEX","WKGPOP","TOT","PC_POP","A","2006",62.905,
"MEX","WKGPOP","TOT","PC_POP","A","2007",63.261,
"MEX","WKGPOP","TOT","PC_POP","A","2008",63.622,
"MEX","WKGPOP","TOT","PC_POP","A","2009",63.978,
"MEX","WKGPOP","TOT","PC_POP","A","2010",64.314,
"MEX","WKGPOP","TOT","PC_POP","A","2011",64.629,
"MEX","WKGPOP","TOT","PC_POP","A","2012",64.916,
"MEX","WKGPOP","TOT","PC_POP","A","2013",65.179,
"MEX","WKGPOP","TOT","PC_POP","A","2014",65.423,
"MEX","WKGPOP","TOT","PC_POP","A","2015",65.652,
"MEX","WKGPOP","TOT","PC_POP","A","2016",65.867,
"MEX","WKGPOP","TOT","PC_POP","A","2017",66.064,
"NLD","WKGPOP","TOT","PC_POP","A","1995",68.365,
"NLD","WKGPOP","TOT","PC_POP","A","1996",68.275,
"NLD","WKGPOP","TOT","PC_POP","A","1997",68.169,
"NLD","WKGPOP","TOT","PC_POP","A","1998",68.041,
"NLD","WKGPOP","TOT","PC_POP","A","1999",67.92,
"NLD","WKGPOP","TOT","PC_POP","A","2000",67.818,
"NLD","WKGPOP","TOT","PC_POP","A","2001",67.752,
"NLD","WKGPOP","TOT","PC_POP","A","2002",67.714,
"NLD","WKGPOP","TOT","PC_POP","A","2003",67.651,
"NLD","WKGPOP","TOT","PC_POP","A","2004",67.558,
"NLD","WKGPOP","TOT","PC_POP","A","2005",67.486,
"NLD","WKGPOP","TOT","PC_POP","A","2006",67.447,
"NLD","WKGPOP","TOT","PC_POP","A","2007",67.41,
"NLD","WKGPOP","TOT","PC_POP","A","2008",67.33,
"NLD","WKGPOP","TOT","PC_POP","A","2009",67.193,
"NLD","WKGPOP","TOT","PC_POP","A","2010",67.038,
"NLD","WKGPOP","TOT","PC_POP","A","2011",66.707,
"NLD","WKGPOP","TOT","PC_POP","A","2012",66.232,
"NLD","WKGPOP","TOT","PC_POP","A","2013",65.868,
"NLD","WKGPOP","TOT","PC_POP","A","2014",65.597,
